time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
946688910.17323875,0.06163984,5066,0.00042646,0.00000000,0,0.00000182,11960,11968,37,0.00072077
946688910.27317870,0.06663328,5120,0.00045875,0.00000000,0,0.00000218,11968,11985,39,0.00096291
946688910.37314641,0.06456499,5080,0.00058058,0.00000000,0,0.00000205,11985,11987,42,0.00078586
946688910.47288918,0.05990461,5136,0.00054474,0.00000000,0,0.00000195,11987,11997,37,0.00045962
946688910.57279360,0.06594157,5104,0.00252778,0.00000000,0,0.00000214,11997,11997,33,0.00046806
946688910.67316449,0.06303120,5084,0.00098710,0.00000000,0,0.00000202,11997,11982,45,0.00047322
946688910.77377188,0.05877322,5085,0.00051530,0.00000000,0,0.00000176,11982,11989,41,0.00054874
946688910.87293863,0.10987696,5083,0.00064224,0.00000000,0,0.00000166,11989,12008,32,0.00046317
946688910.97306406,0.08231149,5050,0.00098880,0.00000000,0,0.00000154,12008,12031,43,0.00064330
946688911.07292700,0.07673261,5101,0.00083014,0.00000000,0,0.00000202,12031,12012,41,0.00047053
946688911.17281353,0.06790739,5120,0.00065091,0.00000000,0,0.00000371,12012,11991,38,0.00047712
946688911.27292514,0.06332736,5090,0.00058739,0.00000000,0,0.00000240,11991,12010,50,0.00072736
946688911.37419999,0.06893578,5112,0.00072829,0.00000000,0,0.00000189,12010,11985,53,0.00046995
946688911.47297919,0.07837603,5027,0.00056486,0.00000000,0,0.00000198,11985,12021,52,0.00074874
946688911.57210243,0.06562832,5159,0.00046803,0.00000000,0,0.00000176,12021,12049,38,0.00045757
946688911.67286789,0.07455629,5113,0.00075232,0.00000000,0,0.00000198,12049,12067,51,0.00045680
946688911.77317989,0.05798957,5068,0.00059146,0.00000000,0,0.00000205,12067,12090,48,0.00047507
946688911.87224853,0.08169994,5143,0.00072790,0.00000000,0,0.00000211,12090,12107,50,0.00046394
946688911.97400248,0.06101094,5090,0.00075693,0.00000000,0,0.00000173,12107,12108,55,0.00084813
946688912.07295239,0.06371914,5085,0.00029456,0.00000000,0,0.00000208,12108,12122,22,0.00083734
946688912.17304087,0.06276618,5116,0.00050195,0.00000000,0,0.00000186,12122,12143,45,0.00079069
946688912.27286136,0.06612477,5135,0.00058589,0.00000000,0,0.00000198,12143,12131,43,0.00181491
946688912.37299919,0.07691712,5071,0.00063056,0.00000000,0,0.00000182,12131,12146,44,0.00052810
946688912.47304523,0.07394048,5063,0.00075366,0.00000000,0,0.00004867,12146,12153,34,0.00063622
946688912.57421076,0.08828979,5076,0.00076173,0.00000000,0,0.00000186,12153,12166,43,0.00058922
946688912.67375255,0.06135107,5116,0.00063850,0.00000000,0,0.00000186,12166,12147,39,0.00046032
946688912.77287400,0.06510035,5038,0.00043834,0.00000000,0,0.00000214,12147,12167,34,0.00046134
946688912.87259054,0.08303517,5157,0.00051414,0.00000000,0,0.00000208,12167,12114,28,0.00046048
946688912.97299707,0.05767958,5085,0.00044944,0.00000000,0,0.00000211,12114,12140,40,0.00065942
946688913.07302690,0.06503533,5105,0.00050813,0.00000000,0,0.00000205,12140,12151,34,0.00080003
946688913.17293990,0.06018051,5092,0.00061853,0.00000000,0,0.00000211,12151,12148,47,0.00056086
946688913.27296305,0.05508720,5064,0.00041334,0.00000000,0,0.00000195,12148,12168,36,0.00083120
946688913.37320447,0.06651734,5075,0.00046704,0.00000000,0,0.00000202,12168,12187,34,0.00068598
946688913.47291577,0.07701200,5106,0.00044931,0.00000000,0,0.00000195,12187,12209,37,0.00052730
946688913.57320917,0.07278291,5104,0.00037248,0.00000000,0,0.00000218,12209,12209,29,0.00047382
946688913.67284024,0.07096666,5132,0.00042627,0.00000000,0,0.00000221,12209,12220,29,0.00047504
946688913.77295160,0.06802394,5083,0.00039642,0.00000000,0,0.00000224,12220,12222,27,0.00052518
946688913.87279677,0.07375261,5117,0.00051283,0.00000000,0,0.00000214,12222,12222,32,0.00046768
946688913.97218394,0.06161008,5159,0.00041974,0.00000000,0,0.00000208,12222,12235,34,0.00068710
946688914.07289481,0.05894237,5121,0.00052986,0.00000000,0,0.00000182,12235,12231,32,0.00045981
946688914.17304349,0.05858659,5109,0.00043696,0.00000000,0,0.00000224,12231,12242,41,0.00049344
946688914.27402341,0.07998038,5104,0.00044054,0.00000000,0,0.00000179,12242,12236,34,0.00046176
946688914.37229443,0.07715152,5129,0.00059629,0.00000000,0,0.00000186,12236,12251,47,0.00046154
946688914.47350287,0.07378912,5133,0.00096093,0.00000000,0,0.00000205,12251,12192,43,0.00057222
946688914.57357359,0.06498214,5159,0.00197005,0.00000000,0,0.00000214,12192,12122,42,0.00046112
946688914.67289340,0.07476227,5081,0.00063027,0.00000000,0,0.00000221,12122,12139,52,0.00046822
946688914.77277589,0.09806253,5144,0.00047910,0.00000000,0,0.00000205,12139,12140,32,0.00045984
946688914.87449729,0.09908474,5122,0.00069645,0.00000000,0,0.00000173,12140,12149,43,0.00045798
946688914.97292829,0.09298698,5110,0.00045258,0.00000000,0,0.00000250,12149,12165,41,0.00163370
946688915.07294929,0.09281398,5092,0.00048749,0.00000000,0,0.00000192,12165,12187,40,0.00046202
946688915.17307913,0.08676054,5078,0.00073197,0.00000000,0,0.00000323,12187,12207,32,0.00046205
946688915.27233481,0.07259562,5092,0.00039146,0.00000000,0,0.00000211,12207,12224,30,0.00052406
946688915.37221599,0.07462659,5156,0.00065034,0.00000000,0,0.00000166,12224,12204,34,0.00086400
946688915.47294438,0.09183123,5104,0.00055933,0.00000000,0,0.00000211,12204,12223,35,0.00047565
946688915.57303882,0.08500045,5098,0.00038198,0.00000000,0,0.00000202,12223,12230,31,0.00050982
946688915.67288673,0.09578426,4986,0.00033398,0.00000000,0,0.00000182,12230,12246,25,0.00056826
946688915.77214277,0.08177942,5173,0.00070166,0.00000000,0,0.00000195,12246,12245,39,0.00052362
946688915.87322891,0.14027798,5119,0.00058918,0.00000000,0,0.00000182,12245,12251,42,0.00065616
946688915.97302520,0.10067664,5078,0.00043507,0.00000000,0,0.00000221,12251,12261,26,0.00052672
946688916.07315588,0.09935450,5096,0.00046829,0.00000000,0,0.00000179,12261,12279,32,0.00221760
946688916.17328584,0.08206403,5080,0.00045203,0.00000000,0,0.00000202,12279,12292,31,0.00093962
946688916.27294695,0.09289443,5065,0.00042314,0.00000000,0,0.00000198,12292,12303,35,0.00182256
946688916.37401700,0.10367907,5037,0.00133072,0.00000000,0,0.00000221,12303,12211,29,0.00093219
946688916.47263885,0.08283770,5167,0.00081533,0.00000000,0,0.00000211,12211,12217,42,0.00073485
946688916.57297206,0.08865811,5036,0.00080576,0.00000000,0,0.00000189,12217,12227,42,0.00054643
946688916.67251730,0.10223197,5146,0.00172474,0.00000000,0,0.00000208,12227,12234,41,0.00070643
946688916.77358091,0.10166675,5113,0.00074915,0.00000000,0,0.00000182,12234,12256,55,0.00171731
946688916.87317932,0.09048048,5118,0.00137619,0.00000000,0,0.00000173,12256,12247,38,0.00055805
946688916.97623336,0.07749299,5105,0.00074038,0.00000000,0,0.00000205,12247,12257,38,0.00050144
946688917.07296312,0.08201923,5127,0.00034016,0.00000000,0,0.00000189,12257,12273,33,0.00066118
946688917.17292666,0.09094189,4935,0.00041334,0.00000000,0,0.00000202,12273,12287,35,0.00052384
946688917.27220380,0.09321427,5223,0.00055094,0.00000000,0,0.00000186,12287,12298,39,0.00058595
946688917.37330365,0.10508931,5094,0.00059651,0.00000000,0,0.00000186,12298,12290,25,0.00095910
946688917.47258830,0.13372237,5122,0.00042349,0.00000000,0,0.00000195,12290,12279,30,0.00058646
946688917.57289326,0.11630877,5104,0.00064771,0.00000000,0,0.00000208,12279,12284,37,0.00052259
946688917.67286193,0.09378131,5108,0.00050330,0.00000000,0,0.00000221,12284,12287,27,0.00051632
946688917.77288222,0.09582336,5082,0.00070179,0.00000000,0,0.00000230,12287,12288,32,0.00072755
946688917.87285292,0.07737171,5056,0.00037696,0.00000000,0,0.00000218,12288,12309,29,0.00048128
946688917.97296977,0.07628371,5001,0.00030378,0.00000000,0,0.00000230,12309,12329,27,0.00054842
946688918.07269073,0.07888141,5176,0.00207811,0.00000000,0,0.00000182,12329,12301,33,0.00082659
946688918.17311156,0.09482080,5081,0.00399754,0.00000000,0,0.00000330,12301,12003,30,0.00058102
946688918.27307796,0.08121469,5119,0.00024662,0.00000000,0,0.00000234,12003,12018,21,0.00055027
946688918.37298918,0.08601315,5101,0.00045744,0.00000000,0,0.00000189,12018,12045,40,0.00088310
946688918.47286963,0.07579936,5096,0.00097629,0.00000000,0,0.00000147,12045,12004,45,0.00152768
946688918.57678628,0.07837568,5123,0.00070070,0.00000000,0,0.00000154,12004,11993,38,0.00045450
946688918.67299485,0.05686061,5122,0.00054246,0.00000000,0,0.00000195,11993,12003,44,0.00072301
946688918.77343416,0.07086150,5081,0.00051757,0.00000000,0,0.00000230,12003,12036,40,0.00045930
946688918.87297595,0.08845690,5137,0.00090106,0.00000000,0,0.00000202,12036,12051,45,0.00059216
946688918.97298455,0.06986339,5107,0.00064806,0.00000000,0,0.00000378,12051,12036,38,0.00054090
946688919.07285547,0.06107610,5110,0.00112429,0.00000000,0,0.00000166,12036,11961,41,0.00046026
946688919.17282546,0.07055770,5155,0.00086666,0.00000000,0,0.00000246,11961,11955,36,0.00046016
946688919.27294743,0.07174509,5081,0.00073200,0.00000000,0,0.00000208,11955,11967,43,0.00079792
946688919.37339354,0.08602909,5128,0.00034323,0.00000000,0,0.00000208,11967,11989,29,0.00058976
946688919.47298300,0.07288358,5123,0.00095706,0.00000000,0,0.00000157,11989,11994,32,0.00045763
946688919.57324088,0.08928464,5136,0.00124256,0.00000000,0,0.00000227,11994,12019,44,0.00154003
946688919.67314303,0.07861187,4966,0.00041210,0.00000000,0,0.00000157,12019,12024,29,0.00047341
946688919.77299750,0.07351062,5208,0.00121309,0.00000000,0,0.00000234,12024,12035,20,0.00045955
946688919.87296164,0.08709917,5093,0.00042390,0.00000000,0,0.00000202,12035,12055,41,0.00075661
946688919.97377467,0.06487085,5094,0.00052554,0.00000000,0,0.00000230,12055,12070,44,0.00074400
946688920.07283843,0.05760989,5078,0.00087059,0.00000000,0,0.00000211,12070,12082,38,0.00046163
946688920.17292202,0.05909456,5133,0.00052016,0.00000000,0,0.00000205,12082,12105,38,0.00047136
946688920.27269053,0.06582285,5125,0.00073830,0.00000000,0,0.00000218,12105,12096,33,0.00045814
946688920.37281716,0.06485597,5105,0.00054333,0.00000000,0,0.00000182,12096,12113,25,0.00046848
946688920.47338057,0.07285274,5119,0.00043994,0.00000000,0,0.00000189,12113,12141,41,0.00119248
946688920.57276106,0.06168179,5075,0.00053990,0.00000000,0,0.00000160,12141,12159,45,0.00097718
946688920.67287254,0.05999885,5093,0.00056486,0.00000000,0,0.00000221,12159,12183,45,0.00045555
946688920.77281404,0.07200547,5121,0.00205546,0.00000000,0,0.00000262,12183,12188,39,0.00711594
946688920.87308574,0.10084106,5080,0.00047498,0.00000000,0,0.00000224,12188,12201,36,0.00047293
946688920.97275293,0.08884730,5094,0.00063142,0.00000000,0,0.00000176,12201,12220,37,0.00096707
946688921.07294214,0.07427597,5064,0.00040282,0.00000000,0,0.00000179,12220,12240,37,0.00046458
946688921.17311716,0.06999498,5128,0.00130458,0.00000000,0,0.00000195,12240,12252,28,0.00072973
946688921.27292335,0.07386445,5066,0.00044813,0.00000000,0,0.00000205,12252,12240,28,0.00045949
946688921.37274718,0.13318787,5137,0.00036790,0.00000000,0,0.00000205,12240,12252,28,0.00063002
946688921.47319376,0.07822150,4582,0.00042893,0.00000000,0,0.00000166,12252,12246,26,0.00046374
946688921.57377386,0.09281136,5600,0.00048349,0.00000000,0,0.00000218,12246,12235,32,0.00045392
946688921.67276084,0.08629395,5095,0.00037341,0.00000000,0,0.00000173,12235,12250,31,0.00046486
946688921.77420449,0.07766554,5083,0.00039776,0.00000000,0,0.00000157,12250,12267,26,0.00048544
946688921.87349629,0.09512195,5123,0.00057699,0.00000000,0,0.00000189,12267,12264,30,0.00047040
946688921.97325683,0.08155168,5104,0.00053482,0.00000000,0,0.00000445,12264,12283,39,0.00058733
946688922.07281232,0.06839898,5141,0.00049043,0.00000000,0,0.00000202,12283,12295,35,0.00041827
946688922.17302883,0.07056269,5090,0.00040250,0.00000000,0,0.00000211,12295,12296,27,0.00627968
946688922.27288759,0.07074893,5108,0.00079338,0.00000000,0,0.00000189,12296,12311,27,0.00054230
946688922.37314498,0.07797699,5105,0.00043667,0.00000000,0,0.00000211,12311,12322,29,0.00047395
946688922.47327685,0.07301219,5132,0.00040294,0.00000000,0,0.00000253,12322,12327,33,0.00048205
946688922.57310772,0.06873933,5111,0.00072749,0.00000000,0,0.00000202,12327,12340,28,0.00226982
946688922.67302454,0.06617994,5138,0.00040419,0.00000000,0,0.00000230,12340,12337,26,0.00051523
946688922.77301431,0.07546019,5134,0.00047757,0.00000000,0,0.00000176,12337,12353,26,0.00147693
946688922.87433314,0.06386909,5094,0.00069754,0.00000000,0,0.00000195,12353,12366,36,0.00045754
946688922.97289944,0.06391392,5103,0.00034141,0.00000000,0,0.00000221,12366,12372,22,0.00051994
946688923.07288778,0.07316515,5017,0.00043200,0.00000000,0,0.00000182,12372,12363,30,0.00055802
946688923.17257416,0.07285635,5217,0.00054931,0.00000000,0,0.00000205,12363,12364,22,0.00107155
946688923.27286470,0.06895766,5134,0.00038016,0.00000000,0,0.00000240,12364,12363,32,0.00047590
946688923.37296128,0.08420717,5102,0.00058970,0.00000000,0,0.00000224,12363,12325,23,0.00222781
946688923.47305012,0.06629850,5053,0.00022454,0.00000000,0,0.00000195,12325,12334,18,0.00081830
946688923.57274902,0.06626899,5111,0.00036365,0.00000000,0,0.00000179,12334,12333,27,0.00073158
946688923.67288327,0.10021062,5144,0.00043174,0.00000000,0,0.00000173,12333,12351,33,0.00123094
946688923.77294755,0.10104314,5077,0.00044496,0.00000000,0,0.00000211,12351,12348,32,0.00048509
946688923.87329650,0.07924730,5084,0.00034467,0.00000000,0,0.00000138,12348,12337,18,0.00080928
946688923.97303402,0.05960384,5086,0.00114496,0.00000000,0,0.00000179,12337,12274,27,0.00045482
946688924.07292545,0.05464618,5076,0.00038851,0.00000000,0,0.00000221,12274,12271,28,0.00046915
946688924.17279994,0.08692742,4948,0.00041155,0.00000000,0,0.00000195,12271,12276,21,0.00048106
946688924.27351284,0.07309821,5158,0.00032179,0.00000000,0,0.00000218,12276,12288,27,0.00045789
946688924.37282455,0.07656845,5079,0.00046768,0.00000000,0,0.00000170,12288,12292,32,0.00047373
946688924.47440588,0.05981923,5050,0.00028406,0.00000000,0,0.00000250,12292,12311,28,0.00045523
946688924.57277215,0.06165520,5090,0.00032358,0.00000000,0,0.00000179,12311,12325,28,0.00045686
946688924.67297518,0.06267904,5006,0.00023699,0.00000000,0,0.00000237,12325,12334,18,0.00051446
946688924.77289557,0.05153661,5018,0.00094374,0.00000000,0,0.00000173,12334,12349,28,0.00063235
946688924.87285554,0.10900390,5045,0.00092438,0.00000000,0,0.00000179,12349,12370,34,0.00046970
946688924.97290218,0.05591843,4992,0.00033891,0.00000000,0,0.00000154,12370,12373,27,0.00045795
946688925.07334352,0.06260573,5031,0.00046778,0.00000000,0,0.00000250,12373,12380,35,0.00047965
946688925.17282367,0.05313994,4961,0.00030656,0.00000000,0,0.00000202,12380,12401,31,0.00046669
946688925.27210748,0.05794403,5060,0.00038288,0.00000000,0,0.00000413,12401,12421,29,0.00087818
946688925.37284458,0.05236384,4999,0.00055808,0.00000000,0,0.00000189,12421,12432,24,0.00078067
946688925.47282398,0.08348326,5030,0.00035280,0.00000000,0,0.00000218,12432,12451,24,0.00084733
946688925.57354164,0.05224016,4968,0.00024394,0.00000000,0,0.00000182,12451,12465,20,0.00047216
946688925.67290008,0.07105296,4991,0.00030006,0.00000000,0,0.00000237,12465,12469,25,0.00052038
946688925.77312636,0.05821597,5001,0.00031997,0.00000000,0,0.00000211,12469,12480,23,0.00047517
946688925.87276709,0.07785357,4936,0.00026995,0.00000000,0,0.00000182,12480,12488,19,0.00046237
946688925.97277284,0.08962579,4985,0.00057600,0.00000000,0,0.00000218,12488,12494,24,0.00106630
946688926.07279420,0.05678733,4913,0.00027786,0.00000000,0,0.00000195,12494,12503,24,0.00052963
946688926.17321575,0.06299824,4946,0.00030979,0.00000000,0,0.00000211,12503,12517,30,0.00045206
946688926.27223945,0.06496707,5009,0.00021514,0.00000000,0,0.00000218,12517,12519,13,0.00045757
946688926.37274158,0.05024704,5027,0.00018688,0.00000000,0,0.00000163,12519,12527,15,0.00047222
946688926.47284257,0.07372915,4935,0.00036173,0.00000000,0,0.00000208,12527,12513,16,0.00087798
946688926.57280481,0.07107549,4930,0.00038362,0.00000000,0,0.00000202,12513,12508,23,0.00184314
946688926.67291474,0.10916304,5014,0.00041376,0.00000000,0,0.00000170,12508,12511,17,0.00045216
946688926.77302766,0.09128362,4821,0.00021712,0.00000000,0,0.00000173,12511,12518,18,0.00046912
946688926.87291777,0.09269757,5132,0.00036832,0.00000000,0,0.00000173,12518,12524,26,0.00046518
946688926.97274971,0.05068266,4895,0.00022048,0.00000000,0,0.00000298,12524,12534,21,0.00047798
946688927.07281554,0.06687725,4992,0.00050995,0.00000000,0,0.00000211,12534,12543,24,0.00045789
946688927.17275417,0.06233645,4980,0.00029056,0.00000000,0,0.00000189,12543,12538,20,0.00054214
946688927.27273989,0.07844266,4868,0.00042090,0.00000000,0,0.00000214,12538,12528,29,0.00055520
946688927.37285721,0.08158163,5044,0.00070477,0.00000000,0,0.00000208,12528,12505,22,0.00054445
946688927.47279382,0.07398029,4915,0.00025120,0.00000000,0,0.00000170,12505,12517,21,0.00047968
946688927.57294571,0.06868256,5054,0.00027114,0.00000000,0,0.00000170,12517,12530,21,0.00057478
946688927.67350972,0.07133526,4937,0.00025453,0.00000000,0,0.00000195,12530,12533,22,0.00054550
946688927.77318418,0.06215830,5001,0.00035565,0.00000000,0,0.00000246,12533,12547,22,0.00045306
946688927.87269735,0.06620682,5029,0.00021827,0.00000000,0,0.00000208,12547,12552,19,0.00048710
946688927.97287798,0.06171002,4827,0.00023693,0.00000000,0,0.00000176,12552,12563,21,0.00074906
946688928.07231343,0.06720480,5082,0.00039210,0.00000000,0,0.00000195,12563,12558,24,0.00046653
946688928.17354620,0.06659338,4955,0.00044669,0.00000000,0,0.00000173,12558,12570,25,0.00047952
946688928.27279329,0.11803914,4995,0.00077421,0.00000000,0,0.00000368,12570,12579,25,0.00106214
946688928.37350059,0.06613683,4997,0.00030803,0.00000000,0,0.00000173,12579,12586,26,0.00047581
946688928.47336602,0.06521450,4955,0.00058771,0.00000000,0,0.00000160,12586,12585,16,0.00046003
946688928.57301426,0.06494419,5022,0.00034058,0.00000000,0,0.00000176,12585,12557,20,0.00045286
946688928.67278707,0.10552723,4952,0.00036202,0.00000000,0,0.00000214,12557,12565,16,0.00047936
946688928.77309513,0.07906294,4990,0.00107946,0.00000000,0,0.00000368,12565,12510,24,0.00108566
946688928.87294352,0.07792406,4905,0.00030688,0.00000000,0,0.00000202,12510,12522,25,0.00045190
946688928.97286892,0.12479786,4974,0.00034586,0.00000000,0,0.00000211,12522,12499,19,0.00066310
946688929.07276511,0.08683731,4123,0.00042352,0.00000000,0,0.00000208,12499,12495,21,0.00046957
946688929.17313874,0.12264950,5769,0.00044134,0.00000000,0,0.00000218,12495,12489,34,0.00050787
946688929.27376735,0.08188714,4964,0.00044573,0.00000000,0,0.00000253,12489,12489,22,0.00051622
